ID_Transaccion,Fecha,Cliente_Edad,Cliente_Genero,Pais,Marca,Categoria,Plataforma_Cashback,Canal_Integracion,Monto_Compra,Porcentaje_Devolucion
TRX-2026-0435,2025-07-19,46.0,No binario,Italia,Just Eat,Alimentación,Letyshops,Extensión Navegador,24.34,"4,7%"
TRX-2026-0436,2025-12-26,34.0,M,Francia,Carrefour,Alimentación,iGraal,App Móvil,22.34,0.0344
TRX-2026-0437,2025-09-26,47.0,F,Francia,Renfe,Viajes,iGraal,App Móvil,383.66,0.046
TRX-2026-0438,2025-11-29,22.0,F,espana,Sephora,Moda,Revolut_Rewards,App Móvil,95.9,0.0605
TRX-2026-0439,2025-08-24,20.0,M,España,Uber Eats,Alimentación,iGraal,App Móvil,26.45,"4,9%"
TRX-2026-0440,2025-12-28,33.0,M,Reino Unido,Booking,viajes,Letyshops,Extensión Navegador,585.74,0.0661
TRX-2026-0441,2025-09-14,37.0,M,Francia,Dia,Alimentación,Letyshops,Web/Enlace Directo,72.03,0.029
TRX-2026-0442,2025-12-19,33.0,F,Alemania,Vueling,Viajes,Revolut_Rewards,Extensión Navegador,565.93,
TRX-2026-0443,2025-12-12,18.0,F,Italia,PcComponentes,Tecnología,Letyshops,App Móvil,643.91,"1,8%"
TRX-2026-0444,2025-07-09,33.0,F,Francia,Zalando,Moda,Revolut_Rewards,App Móvil,130.0,0.0493
TRX-2026-0445,2026-06-05,23.0,F,Reino Unido,Just Eat,Alimentación,Letyshops,Extensión Navegador,23.92,0.0442
TRX-2026-0446,2025-07-29,39.0,F,Francia,Just Eat,Alimentación,Revolut_Rewards,App Móvil,29.67,"3,3%"
TRX-2026-0447,2026-01-27,36.0,M,Alemania,PcComponentes,Tecnología,iGraal,Web/Enlace Directo,455.61,0.0174
TRX-2026-0448,2025-09-17,26.0,M,Francia,Vueling,viajes,iGraal,Extensión Navegador,349.3,0.0597
TRX-2026-0449,2026-01-05,29.0,No binario,ES,Fnac,Tecnología,iGraal,App Móvil,430.47,0.0281
TRX-2026-0450,2026-01-16,25.0,F,ES,Fnac,Tecnología,Awin_Affiliate,Extensión Navegador,581.2,0.0216
TRX-2026-0451,2026-05-02,33.0,F,Alemania,Renfe,Viajes,Awin_Affiliate,Extensión Navegador,431.0,"4,1%"
TRX-2026-0452,2026-03-28,41.0,No binario,Francia,Apple,tecnología,Awin_Affiliate,Web/Enlace Directo,243.13,0.0136
TRX-2026-0453,2025-08-13,26.0,F,Italia,Just Eat,Alimentación,Revolut_Rewards,Extensión Navegador,57.94,"4,2%"
TRX-2026-0454,2026-01-29,38.0,F,espana,Zara,Moda,Revolut_Rewards,App Móvil,62.67,0.0848
TRX-2026-0455,2026-03-31,29.0,No binario,Italia,Carrefour,Alimentación,Awin_Affiliate,App Móvil,39.83,0.0295
TRX-2026-0456,2025-12-14,27.0,M,Alemania,Amazon,Tecnología,Awin_Affiliate,App Móvil,729.99,0.0151
TRX-2026-0457,2025-07-04,,No binario,Italia,Mango,Moda,Awin_Affiliate,Web/Enlace Directo,111.28,0.0508
TRX-2026-0458,2026-04-24,25.0,No binario,España,Uber Eats,alimentación,Letyshops,Web/Enlace Directo,33.41,"2,6%"
TRX-2026-0459,2026-02-22,29.0,No binario,Reino Unido,Booking,Viajes,iGraal,Web/Enlace Directo,154.05,0.0563
TRX-2026-0460,2025-06-22,24.0,F,ES,MediaMarkt,Tecnología,iGraal,Web/Enlace Directo,429.96,0.0299
TRX-2026-0461,2026-05-13,49.0,M,Francia,PcComponentes,Tecnología,Awin_Affiliate,App Móvil,193.02,0.0114
TRX-2026-0462,2026-04-19,34.0,F,Alemania,Dia,Alimentación,iGraal,App Móvil,61.5,"2,3%"
TRX-2026-0463,2025-10-02,28.0,F,Reino Unido,Booking,viajes,Revolut_Rewards,App Móvil,166.42,"4,3%"
TRX-2026-0464,2025-10-12,35.0,M,Francia,Vueling,viajes,Letyshops,Extensión Navegador,299.12,0.0576
TRX-2026-0465,2025-12-25,33.0,No binario,España ,Carrefour,Alimentación,iGraal,App Móvil,49.75,"4,9%"
TRX-2026-0466,2025-09-03,32.0,F,Francia,ASOS,Moda,Revolut_Rewards,Extensión Navegador,103.83,"6,2%"
TRX-2026-0467,2026-03-07,38.0,F,Reino Unido,Zara,Moda,Revolut_Rewards,Extensión Navegador,124.09,0.0786
TRX-2026-0468,2026-06-05,40.0,F,España ,Renfe,Viajes,iGraal,App Móvil,147.37,0.0623
TRX-2026-0469,2025-08-21,29.0,F,espana,Expedia,Viajes,Revolut_Rewards,Web/Enlace Directo,90.87,0.0663
TRX-2026-0470,2026-05-19,29.0,M,Italia,Iberia,Viajes,Letyshops,Web/Enlace Directo,116.46,"6,3%"
TRX-2026-0471,2026-03-02,31.0,M,espana,Uber Eats,Alimentación,iGraal,Web/Enlace Directo,52.44,0.0241
TRX-2026-0472,2026-04-13,18.0,M,espana,Dia,alimentación,Awin_Affiliate,Web/Enlace Directo,25.73,0.0273
TRX-2026-0473,2026-03-25,21.0,F,Francia,Booking,Viajes,iGraal,Extensión Navegador,607.9,0.0583
TRX-2026-0474,2025-10-13,44.0,No binario,España,Zalando,Moda,Awin_Affiliate,Web/Enlace Directo,81.3,"5,4%"
TRX-2026-0475,2026-04-29,47.0,No binario,Italia,Amazon,Tecnología,Revolut_Rewards,Extensión Navegador,519.63,0.0138
TRX-2026-0476,2025-09-10,32.0,No binario,España ,Dia,Alimentación,Awin_Affiliate,Extensión Navegador,27.59,0.0439
TRX-2026-0477,2026-05-17,38.0,No binario,España,Apple,tecnología,Revolut_Rewards,App Móvil,327.49,0.0261
TRX-2026-0478,2026-03-25,36.0,F,Francia,Booking,Viajes,Letyshops,Web/Enlace Directo,333.55,0.0532
TRX-2026-0479,2026-04-18,58.0,M,España ,Expedia,viajes,Revolut_Rewards,Extensión Navegador,294.05,0.0388
TRX-2026-0480,2025-08-05,42.0,M,espana,Uber Eats,Alimentación,Letyshops,App Móvil,61.79,
TRX-2026-0481,2026-01-21,32.0,F,espana,Just Eat,Alimentación,Revolut_Rewards,Extensión Navegador,64.42,"2,7%"
TRX-2026-0482,2026-03-18,26.0,No binario,Alemania,Nike,Moda,Revolut_Rewards,Web/Enlace Directo,86.15,0.0997
TRX-2026-0483,2026-02-07,21.0,F,España ,Dia,Alimentación,Letyshops,Web/Enlace Directo,73.39,"3,3%"
TRX-2026-0484,2025-11-24,35.0,M,Italia,Iberia,Viajes,Revolut_Rewards,Extensión Navegador,127.36,0.0601
TRX-2026-0485,2026-02-11,27.0,No binario,España,Iberia,Viajes,Awin_Affiliate,Extensión Navegador,480.88,0.0643
TRX-2026-0486,2025-06-18,22.0,M,España,MediaMarkt,Tecnología,iGraal,Web/Enlace Directo,100.8,"2,8%"
TRX-2026-0487,2025-08-04,28.0,No binario,Alemania,Sephora,Moda,iGraal,Web/Enlace Directo,135.11,"8,4%"
TRX-2026-0488,2026-04-18,25.0,M,espana,Carrefour,alimentación,Awin_Affiliate,App Móvil,26.39,"3,7%"
TRX-2026-0489,2025-07-16,47.0,M,Reino Unido,Sephora,Moda,Letyshops,App Móvil,69.09,0.056
TRX-2026-0490,2025-10-08,41.0,No binario,Alemania,Iberia,Viajes,Awin_Affiliate,App Móvil,433.94,0.062
TRX-2026-0491,2025-10-22,33.0,F,España ,Dia,Alimentación,Awin_Affiliate,Extensión Navegador,22.11,0.0283
TRX-2026-0492,2026-06-02,45.0,M,Francia,Zara,moda,Awin_Affiliate,App Móvil,80.48,"7,9%"
TRX-2026-0493,2025-09-20,34.0,No binario,España ,Uber Eats,Alimentación,Awin_Affiliate,App Móvil,53.57,0.0409
TRX-2026-0494,2026-01-08,27.0,F,Italia,Apple,Tecnología,Revolut_Rewards,App Móvil,874.82,"2,5%"
TRX-2026-0495,2026-03-23,46.0,No binario,Alemania,Apple,Tecnología,Letyshops,Web/Enlace Directo,635.86,
TRX-2026-0496,2026-04-10,38.0,M,espana,Apple,Tecnología,Letyshops,Web/Enlace Directo,648.14,0.0233
TRX-2026-0497,2026-01-10,25.0,F,ES,Just Eat,Alimentación,Letyshops,App Móvil,75.31,0.0247
TRX-2026-0498,2025-08-24,32.0,No binario,España,Uber Eats,Alimentación,iGraal,Web/Enlace Directo,46.13,0.0212
TRX-2026-0499,2025-10-28,26.0,M,espana,PcComponentes,tecnología,Letyshops,Web/Enlace Directo,492.73,0.0256
TRX-2026-0500,2025-07-05,22.0,F,Alemania,Dia,Alimentación,Revolut_Rewards,App Móvil,54.21,"3,5%"
TRX-2026-0501,2025-11-07,41.0,M,Francia,PcComponentes,tecnología,Awin_Affiliate,App Móvil,342.17,0.0296
TRX-2026-0502,2025-11-13,49.0,M,España,Sephora,moda,Revolut_Rewards,Web/Enlace Directo,137.05,0.0484
TRX-2026-0503,2025-09-18,22.0,M,España ,Carrefour,Alimentación,iGraal,App Móvil,56.52,"2,8%"
TRX-2026-0504,2026-03-10,38.0,M,España,Carrefour,Alimentación,Awin_Affiliate,Web/Enlace Directo,34.75,0.0368
TRX-2026-0505,2025-07-21,28.0,No binario,Francia,Renfe,viajes,Revolut_Rewards,Extensión Navegador,360.38,"5,8%"
TRX-2026-0506,2026-05-10,30.0,No binario,Reino Unido,Fnac,Tecnología,Revolut_Rewards,Web/Enlace Directo,415.02,0.0152
TRX-2026-0507,2025-08-23,29.0,F,Italia,Apple,Tecnología,iGraal,Extensión Navegador,314.93,"2,8%"
TRX-2026-0508,2025-12-13,27.0,F,espana,Fnac,Tecnología,iGraal,Web/Enlace Directo,206.68,0.0226
TRX-2026-0509,2025-06-28,34.0,M,España ,PcComponentes,Tecnología,Awin_Affiliate,Extensión Navegador,51.09,"2,0%"
TRX-2026-0510,2026-02-22,27.0,F,Alemania,Zalando,Moda,iGraal,App Móvil,82.56,0.0446
TRX-2026-0511,2025-12-10,36.0,F,Italia,Uber Eats,alimentación,Letyshops,Web/Enlace Directo,34.8,"4,2%"
TRX-2026-0512,2026-01-07,33.0,F,España ,Nike,Moda,Revolut_Rewards,Web/Enlace Directo,120.38,
TRX-2026-0513,2025-07-11,32.0,No binario,Alemania,Iberia,viajes,iGraal,App Móvil,104.67,"4,2%"
TRX-2026-0514,2025-08-17,26.0,F,ES,PcComponentes,Tecnología,iGraal,Extensión Navegador,767.44,0.0288
TRX-2026-0515,2025-08-04,29.0,F,Alemania,Booking,Viajes,iGraal,Web/Enlace Directo,203.69,"3,8%"
TRX-2026-0516,2026-04-24,40.0,F,Alemania,Uber Eats,Alimentación,Letyshops,App Móvil,58.78,0.0232
TRX-2026-0517,2025-11-17,38.0,F,Italia,PcComponentes,Tecnología,Revolut_Rewards,Extensión Navegador,486.97,"2,0%"
TRX-2026-0518,2025-10-04,26.0,F,Francia,MediaMarkt,Tecnología,Awin_Affiliate,Web/Enlace Directo,879.51,0.0189
TRX-2026-0519,2026-05-09,34.0,M,Reino Unido,Apple,Tecnología,iGraal,Web/Enlace Directo,462.82,0.0121
TRX-2026-0520,2025-11-20,40.0,No binario,Alemania,Expedia,Viajes,iGraal,App Móvil,635.87,0.0435
TRX-2026-0521,2025-10-01,20.0,M,Italia,MediaMarkt,Tecnología,Awin_Affiliate,App Móvil,613.34,0.029
TRX-2026-0522,2026-04-12,38.0,M,Francia,Dia,Alimentación,Letyshops,Extensión Navegador,21.47,"2,2%"
TRX-2026-0523,2025-07-01,28.0,M,España ,Fnac,Tecnología,iGraal,Extensión Navegador,608.53,0.0204
TRX-2026-0524,2026-01-31,38.0,No binario,España ,Booking,viajes,Revolut_Rewards,Extensión Navegador,298.67,"4,3%"
TRX-2026-0525,2026-01-09,27.0,No binario,España ,Just Eat,Alimentación,Letyshops,App Móvil,61.52,"3,5%"
TRX-2026-0526,2025-10-13,19.0,No binario,Italia,Mango,Moda,iGraal,App Móvil,57.92,"7,5%"
TRX-2026-0527,2026-05-13,20.0,F,Alemania,Expedia,Viajes,Awin_Affiliate,App Móvil,541.45,0.0534
TRX-2026-0528,2025-12-13,34.0,M,España,Expedia,Viajes,Letyshops,Extensión Navegador,449.41,0.0537
TRX-2026-0529,2025-09-11,36.0,M,ES,Just Eat,Alimentación,Revolut_Rewards,App Móvil,16.33,"3,4%"
TRX-2026-0530,2025-10-06,26.0,F,Reino Unido,ASOS,Moda,Revolut_Rewards,Web/Enlace Directo,126.43,"8,0%"
TRX-2026-0531,2025-07-23,39.0,F,Italia,ASOS,Moda,Awin_Affiliate,Extensión Navegador,62.17,0.0744
TRX-2026-0532,2025-08-21,20.0,F,Alemania,Amazon,Tecnología,iGraal,Web/Enlace Directo,729.02,"2,0%"
TRX-2026-0533,2026-01-11,33.0,M,Reino Unido,Apple,Tecnología,Revolut_Rewards,App Móvil,256.09,0.0203
TRX-2026-0534,2025-09-22,24.0,F,Alemania,Dia,Alimentación,Revolut_Rewards,App Móvil,75.92,0.036
TRX-2026-0535,2025-07-28,28.0,F,Alemania,ASOS,Moda,Revolut_Rewards,Extensión Navegador,55.05,0.0848
TRX-2026-0536,2026-05-12,34.0,No binario,espana,Uber Eats,alimentación,Awin_Affiliate,Web/Enlace Directo,25.44,"4,1%"
TRX-2026-0537,2026-01-06,27.0,M,Francia,Just Eat,Alimentación,iGraal,Extensión Navegador,25.36,"2,4%"
TRX-2026-0538,2026-05-23,30.0,No binario,Francia,Booking,Viajes,iGraal,App Móvil,422.91,0.0647
TRX-2026-0539,2026-04-28,42.0,M,Italia,Zalando,Moda,iGraal,Web/Enlace Directo,116.81,0.096
TRX-2026-0540,2026-02-05,29.0,M,espana,Mango,Moda,iGraal,App Móvil,66.16,"7,5%"
TRX-2026-0541,2026-02-24,40.0,M,Francia,Uber Eats,Alimentación,iGraal,App Móvil,49.68,"4,1%"
TRX-2026-0542,2026-01-22,24.0,F,España,Uber Eats,Alimentación,Awin_Affiliate,Extensión Navegador,56.95,"4,7%"
TRX-2026-0543,2025-09-04,38.0,M,ES,PcComponentes,Tecnología,Letyshops,App Móvil,374.09,"2,8%"
TRX-2026-0544,2026-01-12,45.0,F,Italia,Zara,Moda,Awin_Affiliate,Web/Enlace Directo,75.79,0.042
TRX-2026-0545,2025-11-14,18.0,M,Reino Unido,Carrefour,Alimentación,Letyshops,Web/Enlace Directo,31.96,0.022
TRX-2026-0546,2025-06-23,27.0,F,Italia,Expedia,Viajes,Revolut_Rewards,Web/Enlace Directo,157.57,0.046
TRX-2026-0547,2025-09-22,38.0,No binario,Italia,Mango,Moda,Revolut_Rewards,App Móvil,81.44,"9,2%"
TRX-2026-0548,2026-01-20,32.0,F,espana,Uber Eats,alimentación,Letyshops,App Móvil,71.97,
TRX-2026-0549,2025-08-04,36.0,No binario,España ,Iberia,Viajes,Letyshops,App Móvil,479.72,0.0368
TRX-2026-0550,2026-03-18,29.0,No binario,espana,Vueling,Viajes,Revolut_Rewards,App Móvil,551.54,"5,0%"
TRX-2026-0551,2026-01-17,34.0,No binario,Francia,Dia,Alimentación,Revolut_Rewards,Extensión Navegador,54.01,"5,0%"
TRX-2026-0552,2026-03-31,32.0,F,España,Apple,Tecnología,Revolut_Rewards,Extensión Navegador,357.89,0.0237
TRX-2026-0553,2025-11-22,43.0,No binario,espana,Just Eat,Alimentación,Awin_Affiliate,Extensión Navegador,21.19,"2,2%"
TRX-2026-0554,2025-07-05,36.0,No binario,Reino Unido,Booking,Viajes,Awin_Affiliate,Web/Enlace Directo,433.2,"4,2%"
TRX-2026-0555,2025-08-20,36.0,F,España ,Mango,moda,Revolut_Rewards,App Móvil,134.74,"4,8%"
TRX-2026-0556,2026-04-09,30.0,M,Italia,Amazon,Tecnología,Revolut_Rewards,App Móvil,816.4,0.0153
TRX-2026-0557,2026-03-21,30.0,M,Reino Unido,Dia,Alimentación,Revolut_Rewards,Extensión Navegador,27.28,"2,2%"
TRX-2026-0558,2026-04-15,30.0,M,España,Uber Eats,Alimentación,Revolut_Rewards,App Móvil,47.04,0.0454
TRX-2026-0559,2026-03-19,37.0,No binario,Alemania,Fnac,Tecnología,Letyshops,Web/Enlace Directo,898.28,0.0101
TRX-2026-0560,2025-10-01,30.0,No binario,España,PcComponentes,Tecnología,Awin_Affiliate,Web/Enlace Directo,883.95,"1,2%"
TRX-2026-0561,2025-06-16,36.0,No binario,Francia,Uber Eats,Alimentación,iGraal,App Móvil,78.04,0.0397
TRX-2026-0562,2025-08-26,50.0,F,España,Renfe,Viajes,Awin_Affiliate,Extensión Navegador,503.97,0.0519
TRX-2026-0563,2025-11-21,40.0,F,España,Zalando,Moda,Revolut_Rewards,App Móvil,60.62,0.0852
TRX-2026-0564,2026-01-06,31.0,No binario,Alemania,ASOS,Moda,iGraal,App Móvil,89.08,0.0694
TRX-2026-0565,2025-11-09,43.0,M,Alemania,Zara,Moda,Revolut_Rewards,Extensión Navegador,30.05,0.0605
TRX-2026-0566,2025-10-03,30.0,No binario,Reino Unido,Renfe,Viajes,Revolut_Rewards,App Móvil,125.13,"6,2%"
TRX-2026-0567,2026-02-06,18.0,No binario,Francia,Fnac,Tecnología,iGraal,Web/Enlace Directo,105.82,"1,1%"
TRX-2026-0568,2025-08-26,25.0,M,espana,Fnac,Tecnología,iGraal,Web/Enlace Directo,53.99,
TRX-2026-0569,2025-06-18,19.0,M,espana,Just Eat,alimentación,Awin_Affiliate,App Móvil,77.84,"4,6%"
TRX-2026-0570,2025-07-04,31.0,F,Francia,Booking,Viajes,Revolut_Rewards,Extensión Navegador,87.58,0.0562
TRX-2026-0571,2025-10-07,34.0,M,Alemania,MediaMarkt,tecnología,Awin_Affiliate,Extensión Navegador,147.58,"1,0%"
TRX-2026-0572,2026-02-26,47.0,M,Reino Unido,Sephora,moda,Letyshops,App Móvil,130.26,0.0915
TRX-2026-0573,2025-11-09,36.0,F,espana,Zalando,Moda,Revolut_Rewards,App Móvil,83.94,0.0916
TRX-2026-0574,2025-12-25,32.0,F,España,Just Eat,Alimentación,Revolut_Rewards,Web/Enlace Directo,52.61,0.0419
TRX-2026-0575,2025-08-04,40.0,No binario,Italia,Dia,Alimentación,iGraal,Web/Enlace Directo,16.24,0.0373
TRX-2026-0576,2026-04-15,18.0,M,Alemania,MediaMarkt,Tecnología,Revolut_Rewards,Extensión Navegador,178.75,0.0245
TRX-2026-0577,2025-06-28,35.0,M,Alemania,Dia,Alimentación,Awin_Affiliate,Web/Enlace Directo,61.24,0.0488
TRX-2026-0578,2026-03-23,40.0,No binario,España ,PcComponentes,Tecnología,Revolut_Rewards,Extensión Navegador,189.03,0.0131
TRX-2026-0579,2025-09-01,22.0,F,España,Amazon,Tecnología,Awin_Affiliate,Web/Enlace Directo,176.4,0.0266
TRX-2026-0580,2026-02-17,43.0,F,Alemania,Zara,Moda,Awin_Affiliate,App Móvil,123.11,0.0862
TRX-2026-0581,2025-09-23,36.0,No binario,Reino Unido,Booking,Viajes,Revolut_Rewards,App Móvil,628.71,0.0602
TRX-2026-0582,2026-04-22,30.0,No binario,España ,Expedia,Viajes,iGraal,Extensión Navegador,599.26,"3,6%"
TRX-2026-0583,2026-03-27,39.0,No binario,espana,Apple,Tecnología,iGraal,Extensión Navegador,417.63,0.0183
TRX-2026-0584,2026-03-18,52.0,F,España ,MediaMarkt,Tecnología,Awin_Affiliate,Web/Enlace Directo,611.9,0.013
TRX-2026-0585,2025-11-16,35.0,M,Italia,PcComponentes,tecnología,Revolut_Rewards,Extensión Navegador,702.33,0.0244
TRX-2026-0586,2026-03-21,35.0,M,ES,Carrefour,Alimentación,Letyshops,Web/Enlace Directo,18.76,0.0389
TRX-2026-0587,2026-01-09,30.0,No binario,Reino Unido,Amazon,Tecnología,iGraal,App Móvil,814.18,"2,2%"
TRX-2026-0588,2025-07-29,27.0,No binario,Reino Unido,Uber Eats,Alimentación,Revolut_Rewards,Extensión Navegador,72.26,0.0225
TRX-2026-0589,2025-09-20,40.0,No binario,ES,Nike,Moda,Awin_Affiliate,Web/Enlace Directo,67.59,"7,8%"
TRX-2026-0590,2025-09-28,27.0,F,Reino Unido,Renfe,Viajes,Awin_Affiliate,Web/Enlace Directo,369.27,0.035
TRX-2026-0591,2026-06-11,34.0,M,espana,Sephora,Moda,Letyshops,App Móvil,62.4,0.08
TRX-2026-0592,2025-12-28,30.0,No binario,Alemania,ASOS,moda,Revolut_Rewards,Extensión Navegador,43.32,0.0655
TRX-2026-0593,2026-02-24,37.0,M,España ,Fnac,Tecnología,Revolut_Rewards,Web/Enlace Directo,520.71,0.0256
TRX-2026-0594,2025-10-06,36.0,No binario,Francia,Zalando,Moda,Letyshops,App Móvil,113.89,0.0478
TRX-2026-0595,2025-10-14,42.0,F,Reino Unido,Mango,Moda,Awin_Affiliate,Extensión Navegador,100.2,
TRX-2026-0596,2025-12-05,29.0,M,España,Amazon,Tecnología,Revolut_Rewards,Extensión Navegador,720.44,0.0128
TRX-2026-0597,2026-03-12,31.0,No binario,Francia,Booking,Viajes,Awin_Affiliate,Extensión Navegador,576.14,0.0467
TRX-2026-0598,2025-10-13,26.0,No binario,Italia,Zalando,moda,Revolut_Rewards,App Móvil,108.4,0.0489
TRX-2026-0599,2025-11-27,30.0,F,Francia,Fnac,Tecnología,iGraal,Web/Enlace Directo,805.44,0.0247
TRX-2026-0600,2025-06-16,37.0,M,Alemania,Vueling,Viajes,iGraal,Extensión Navegador,624.45,0.0517
TRX-2026-0601,2025-09-29,40.0,F,España ,Nike,moda,Awin_Affiliate,Extensión Navegador,55.66,0.0823
TRX-2026-0602,2025-08-16,26.0,F,Francia,Renfe,Viajes,Revolut_Rewards,Extensión Navegador,316.51,"6,4%"
TRX-2026-0603,2026-03-19,40.0,M,ES,ASOS,Moda,iGraal,Extensión Navegador,63.35,"6,4%"
TRX-2026-0604,2026-04-24,44.0,M,espana,Uber Eats,Alimentación,Awin_Affiliate,App Móvil,76.2,"4,7%"
TRX-2026-0605,2025-09-28,37.0,M,espana,PcComponentes,Tecnología,Awin_Affiliate,App Móvil,515.68,
TRX-2026-0606,2025-08-17,49.0,No binario,espana,Mango,Moda,Letyshops,App Móvil,96.03,0.0668
TRX-2026-0607,2026-03-19,27.0,F,Alemania,Just Eat,Alimentación,iGraal,Extensión Navegador,67.82,0.0488
TRX-2026-0608,2025-10-10,24.0,M,Alemania,MediaMarkt,Tecnología,Awin_Affiliate,Web/Enlace Directo,222.97,"2,7%"
TRX-2026-0609,2026-04-29,19.0,M,Reino Unido,Expedia,Viajes,Awin_Affiliate,App Móvil,200.18,0.0502
TRX-2026-0610,2025-06-16,45.0,M,espana,Sephora,Moda,Awin_Affiliate,App Móvil,51.33,
TRX-2026-0611,2026-06-09,39.0,No binario,España,Just Eat,Alimentación,Revolut_Rewards,Web/Enlace Directo,20.27,0.0463
TRX-2026-0612,2026-04-11,33.0,M,Italia,Uber Eats,alimentación,Revolut_Rewards,Extensión Navegador,69.54,0.0444
TRX-2026-0613,2026-06-09,36.0,F,Reino Unido,Renfe,Viajes,Awin_Affiliate,Extensión Navegador,131.28,"5,5%"
TRX-2026-0614,2025-12-10,24.0,F,ES,Dia,Alimentación,iGraal,Extensión Navegador,78.98,"3,9%"
TRX-2026-0615,2025-07-11,53.0,No binario,Alemania,Nike,Moda,Letyshops,Web/Enlace Directo,33.13,0.0556
TRX-2026-0616,2026-03-07,35.0,No binario,España,Fnac,Tecnología,Revolut_Rewards,Extensión Navegador,846.59,0.0228
TRX-2026-0617,2025-11-17,34.0,M,ES,Just Eat,Alimentación,Awin_Affiliate,Web/Enlace Directo,64.34,"4,7%"
TRX-2026-0618,2025-11-25,39.0,F,espana,Vueling,Viajes,iGraal,Web/Enlace Directo,208.61,0.0576
TRX-2026-0619,2025-07-28,37.0,F,espana,Just Eat,alimentación,iGraal,Web/Enlace Directo,66.82,0.0481
TRX-2026-0620,2026-05-17,35.0,M,Alemania,Nike,moda,Revolut_Rewards,Extensión Navegador,103.17,
TRX-2026-0621,2025-06-23,27.0,F,Italia,Nike,Moda,Revolut_Rewards,Extensión Navegador,62.68,"7,8%"
TRX-2026-0622,2025-11-30,37.0,M,España,Dia,Alimentación,iGraal,App Móvil,39.95,0.0439
TRX-2026-0623,2025-10-24,49.0,No binario,espana,Nike,Moda,iGraal,Extensión Navegador,99.4,0.0441
TRX-2026-0624,2025-12-14,44.0,M,Francia,Dia,Alimentación,Letyshops,Extensión Navegador,66.81,"2,2%"
TRX-2026-0625,2026-01-05,46.0,No binario,Alemania,Zalando,Moda,Revolut_Rewards,App Móvil,100.42,0.0575
TRX-2026-0626,2026-02-12,29.0,No binario,Italia,Iberia,viajes,Awin_Affiliate,Extensión Navegador,636.61,"5,6%"
TRX-2026-0627,2025-06-24,26.0,M,Alemania,Fnac,Tecnología,Awin_Affiliate,Web/Enlace Directo,297.68,"1,7%"
TRX-2026-0628,2026-06-12,32.0,No binario,España ,Zara,Moda,Letyshops,Extensión Navegador,85.09,0.0861
TRX-2026-0629,2025-12-10,34.0,F,ES,PcComponentes,tecnología,iGraal,Extensión Navegador,289.9,
TRX-2026-0630,2026-03-16,42.0,F,España,ASOS,moda,Letyshops,Extensión Navegador,49.5,"5,1%"
TRX-2026-0631,2026-04-18,20.0,M,España ,MediaMarkt,Tecnología,Letyshops,App Móvil,736.16,0.0232
TRX-2026-0632,2026-04-08,46.0,F,espana,Uber Eats,Alimentación,Awin_Affiliate,Web/Enlace Directo,42.92,0.0391
TRX-2026-0633,2026-02-07,32.0,F,Reino Unido,Apple,Tecnología,Revolut_Rewards,Extensión Navegador,665.48,0.0257
TRX-2026-0634,2025-07-18,30.0,No binario,España ,Just Eat,Alimentación,Letyshops,App Móvil,61.31,0.0358
TRX-2026-0635,2025-08-19,25.0,No binario,España ,Zalando,Moda,Letyshops,App Móvil,132.9,"6,4%"
TRX-2026-0636,2025-09-05,20.0,F,ES,Renfe,Viajes,Revolut_Rewards,Web/Enlace Directo,280.4,0.0534
TRX-2026-0637,2025-10-02,40.0,M,España,Carrefour,Alimentación,Letyshops,App Móvil,30.2,"3,9%"
TRX-2026-0638,2026-05-04,34.0,M,ES,Booking,Viajes,iGraal,App Móvil,101.82,"3,8%"
TRX-2026-0639,2026-01-24,23.0,F,Reino Unido,Sephora,Moda,Awin_Affiliate,Extensión Navegador,121.26,"5,7%"
TRX-2026-0640,2025-07-13,23.0,F,Francia,Zara,Moda,Letyshops,Extensión Navegador,115.42,"5,3%"
TRX-2026-0641,2025-10-20,31.0,M,Italia,Renfe,Viajes,Letyshops,App Móvil,518.97,"5,8%"
TRX-2026-0642,2025-08-22,47.0,F,ES,Iberia,Viajes,Awin_Affiliate,App Móvil,208.53,
TRX-2026-0643,2026-04-03,31.0,F,ES,Just Eat,Alimentación,Letyshops,App Móvil,19.14,0.0316
TRX-2026-0644,2026-04-27,21.0,F,ES,Nike,Moda,Revolut_Rewards,Extensión Navegador,48.34,0.0442
TRX-2026-0645,2025-10-24,32.0,F,España ,Expedia,Viajes,Awin_Affiliate,App Móvil,302.93,"7,0%"
TRX-2026-0646,2026-02-28,31.0,F,Italia,ASOS,Moda,Revolut_Rewards,Web/Enlace Directo,108.1,0.0495
TRX-2026-0647,2025-10-22,18.0,M,ES,Expedia,Viajes,Revolut_Rewards,Extensión Navegador,550.01,"5,4%"
TRX-2026-0648,2025-08-23,33.0,F,Reino Unido,Renfe,Viajes,Revolut_Rewards,App Móvil,479.18,"5,8%"
TRX-2026-0649,2026-02-06,32.0,F,Alemania,Just Eat,Alimentación,Revolut_Rewards,Web/Enlace Directo,26.92,"3,7%"
TRX-2026-0650,2026-01-24,39.0,No binario,Alemania,PcComponentes,Tecnología,Letyshops,App Móvil,393.7,"2,5%"
TRX-2026-0651,2025-12-29,48.0,M,Francia,ASOS,Moda,Letyshops,Web/Enlace Directo,30.58,0.0416
